"","MMSI","IMO","VESSEL_NAME","VESSEL_TYPE","FLAG","LENGTH.METERS.","WIDTH.METERS.","STATUS","SPEED.KNOTSx10.","LON","LAT","COURSE","HEADING","TIMESTAMP"
"38",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,42,-61.4588,15.35165,160,149,"1/1/2019 2:11"
"39",309416000,9417086,"SEABOURN ODYSSEY","Passenger Ship","Bahamas",198.19,26,0,71,-61.86257,15.34996,335,342,"1/1/2019 2:12"
"40",247187700,9334856,"AIDADIVA","Passenger Ship","Italy",251.89,37.6,0,136,-61.53809,15.34949,340,342,"1/1/2019 2:12"
"41",247187700,9334856,"AIDADIVA","Passenger Ship","Italy",251.89,37.6,0,135,-61.54836,15.37672,339,341,"1/1/2019 2:20"
"42",309416000,9417086,"SEABOURN ODYSSEY","Passenger Ship","Bahamas",198.19,26,0,73,-61.87017,15.36598,335,339,"1/1/2019 2:20"
"43",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,45,-61.45321,15.34117,147,135,"1/1/2019 2:21"
"44",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,46,-61.44685,15.33148,147,135,"1/1/2019 2:30"
"45",247187700,9334856,"AIDADIVA","Passenger Ship","Italy",251.89,37.6,0,132,-61.56213,15.41315,339,340,"1/1/2019 2:30"
"46",309416000,9417086,"SEABOURN ODYSSEY","Passenger Ship","Bahamas",198.19,26,0,72,-61.88032,15.38698,335,340,"1/1/2019 2:32"
"47",309416000,9417086,"SEABOURN ODYSSEY","Passenger Ship","Bahamas",198.19,26,0,72,-61.88767,15.40245,334,340,"1/1/2019 2:40"
"48",247187700,9334856,"AIDADIVA","Passenger Ship","Italy",251.89,37.6,0,134,-61.57582,15.44973,339,342,"1/1/2019 2:41"
"49",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,35,-61.4353,15.31443,147,137,"1/1/2019 2:46"
"50",247187700,9334856,"AIDADIVA","Passenger Ship","Italy",251.89,37.6,0,136,-61.58879,15.48349,335,338,"1/1/2019 2:50"
"51",309416000,9417086,"SEABOURN ODYSSEY","Passenger Ship","Bahamas",198.19,26,0,73,-61.89708,15.42221,334,340,"1/1/2019 2:51"
"52",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,35,-61.43437,15.30675,226,251,"1/1/2019 2:57"
"53",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,33,-61.43655,15.30819,328,336,"1/1/2019 3:00"
"54",310500000,9293399,"CROWN PRINCESS","Passenger Ship","Bermuda",288.63,36.05,0,172,-61.91501,15.73868,156,153,"1/1/2019 3:00"
"55",247187700,9334856,"AIDADIVA","Passenger Ship","Italy",251.89,37.6,0,140,-61.61013,15.51824,323,327,"1/1/2019 3:01"
"56",309416000,9417086,"SEABOURN ODYSSEY","Passenger Ship","Bahamas",198.19,26,0,72,-61.90708,15.44284,333,340,"1/1/2019 3:02"
"57",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,18,-61.43995,15.31279,318,339,"1/1/2019 3:10"
"58",310500000,9293399,"CROWN PRINCESS","Passenger Ship","Bermuda",288.63,36.05,0,171,-61.8954,15.69487,156,153,"1/1/2019 3:10"
"59",247187700,9334856,"AIDADIVA","Passenger Ship","Italy",251.89,37.6,0,141,-61.63758,15.54531,310,314,"1/1/2019 3:10"
"60",309416000,9417086,"SEABOURN ODYSSEY","Passenger Ship","Bahamas",198.19,26,0,74,-61.91495,15.45884,335,343,"1/1/2019 3:11"
"61",310500000,9293399,"CROWN PRINCESS","Passenger Ship","Bermuda",288.63,36.05,0,172,-61.8771,15.65135,158,155,"1/1/2019 3:20"
"62",247187700,9334856,"AIDADIVA","Passenger Ship","Italy",251.89,37.6,0,142,-61.67128,15.57382,311,314,"1/1/2019 3:21"
"63",309416000,9417086,"SEABOURN ODYSSEY","Passenger Ship","Bahamas",198.19,26,0,73,-61.92456,15.47879,333,342,"1/1/2019 3:21"
"64",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,20,-61.44365,15.31782,319,339,"1/1/2019 3:22"
"65",310500000,9293399,"CROWN PRINCESS","Passenger Ship","Bermuda",288.63,36.05,0,171,-61.85961,15.60935,157,155,"1/1/2019 3:30"
"66",247187700,9334856,"AIDADIVA","Passenger Ship","Italy",251.89,37.6,0,142,-61.69739,15.59582,310,313,"1/1/2019 3:30"
"67",309416000,9417086,"SEABOURN ODYSSEY","Passenger Ship","Bahamas",198.19,26,0,75,-61.93205,15.49441,335,342,"1/1/2019 3:30"
"68",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,15,-61.44621,15.32154,325,339,"1/1/2019 3:31"
"69",309416000,9417086,"SEABOURN ODYSSEY","Passenger Ship","Bahamas",198.19,26,0,75,-61.94123,15.51337,336,343,"1/1/2019 3:40"
"70",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,11,-61.44823,15.32429,325,343,"1/1/2019 3:41"
"71",310500000,9293399,"CROWN PRINCESS","Passenger Ship","Bermuda",288.63,36.05,0,171,-61.83592,15.55295,157,155,"1/1/2019 3:42"
"72",247187700,9334856,"AIDADIVA","Passenger Ship","Italy",251.89,37.6,0,138,-61.7392,15.62563,304,306,"1/1/2019 3:43"
"73",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,11,-61.4495,15.32696,338,349,"1/1/2019 3:50"
"74",310500000,9293399,"CROWN PRINCESS","Passenger Ship","Bermuda",288.63,36.05,0,171,-61.82121,15.51907,156,155,"1/1/2019 3:50"
"75",247187700,9334856,"AIDADIVA","Passenger Ship","Italy",251.89,37.6,0,141,-61.76624,15.64398,304,307,"1/1/2019 3:51"
"76",309416000,9417086,"SEABOURN ODYSSEY","Passenger Ship","Bahamas",198.19,26,0,77,-61.95253,15.53653,335,344,"1/1/2019 3:52"
"77",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,12,-61.451,15.32891,305,329,"1/1/2019 4:00"
"78",309416000,9417086,"SEABOURN ODYSSEY","Passenger Ship","Bahamas",198.19,26,0,77,-61.96015,15.55236,334,343,"1/1/2019 4:00"
"79",247187700,9334856,"AIDADIVA","Passenger Ship","Italy",251.89,37.6,0,140,-61.79917,15.66629,304,307,"1/1/2019 4:01"
"80",310500000,9293399,"CROWN PRINCESS","Passenger Ship","Bermuda",288.63,36.05,0,171,-61.80159,15.47228,160,159,"1/1/2019 4:01"
"81",310500000,9293399,"CROWN PRINCESS","Passenger Ship","Bermuda",288.63,36.05,0,171,-61.78499,15.42845,159,158,"1/1/2019 4:10"
"82",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,6,-61.45259,15.33206,20,2,"1/1/2019 4:11"
"83",309416000,9417086,"SEABOURN ODYSSEY","Passenger Ship","Bahamas",198.19,26,0,74,-61.97085,15.57471,335,345,"1/1/2019 4:12"
"84",247187700,9334856,"AIDADIVA","Passenger Ship","Italy",251.89,37.6,0,140,-61.83634,15.69147,305,308,"1/1/2019 4:12"
"85",247187700,9334856,"AIDADIVA","Passenger Ship","Italy",251.89,37.6,0,141,-61.86301,15.70963,305,308,"1/1/2019 4:20"
"86",310500000,9293399,"CROWN PRINCESS","Passenger Ship","Bermuda",288.63,36.05,0,171,-61.76632,15.38143,159,159,"1/1/2019 4:21"
"87",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,10,-61.45401,15.33264,295,325,"1/1/2019 4:21"
"88",309416000,9417086,"SEABOURN ODYSSEY","Passenger Ship","Bahamas",198.19,26,0,74,-61.98008,15.59355,334,345,"1/1/2019 4:22"
"89",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,14,-61.45639,15.3343,310,331,"1/1/2019 4:30"
"90",309416000,9417086,"SEABOURN ODYSSEY","Passenger Ship","Bahamas",198.19,26,0,73,-61.98764,15.60944,335,346,"1/1/2019 4:30"
"91",310500000,9293399,"CROWN PRINCESS","Passenger Ship","Bermuda",288.63,36.05,0,172,-61.74939,15.33775,159,159,"1/1/2019 4:31"
"92",247187700,9334856,"AIDADIVA","Passenger Ship","Italy",251.89,37.6,0,143,-61.89734,15.74161,320,325,"1/1/2019 4:32"
"93",309416000,9417086,"SEABOURN ODYSSEY","Passenger Ship","Bahamas",198.19,26,0,71,-61.99714,15.62899,335,346,"1/1/2019 4:41"
"94",310500000,9293399,"CROWN PRINCESS","Passenger Ship","Bermuda",288.63,36.05,0,173,-61.7297,15.28898,159,159,"1/1/2019 4:42"
"95",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,12,-61.46049,15.33901,307,322,"1/1/2019 4:43"
"96",310500000,9293399,"CROWN PRINCESS","Passenger Ship","Bermuda",288.63,36.05,0,174,-61.713,15.24463,160,159,"1/1/2019 4:51"
"97",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,6,-61.46256,15.34017,279,314,"1/1/2019 4:54"
"98",310500000,9293399,"CROWN PRINCESS","Passenger Ship","Bermuda",288.63,36.05,0,174,-61.69817,15.20502,159,159,"1/1/2019 5:00"
"99",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,5,-61.46406,15.34054,290,318,"1/1/2019 5:03"
"100",310500000,9293399,"CROWN PRINCESS","Passenger Ship","Bermuda",288.63,36.05,0,173,-61.67947,15.15655,159,158,"1/1/2019 5:11"
"101",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,6,-61.46541,15.34111,307,324,"1/1/2019 5:12"
"102",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,8,-61.46695,15.34195,311,324,"1/1/2019 5:20"
"103",310500000,9293399,"CROWN PRINCESS","Passenger Ship","Bermuda",288.63,36.05,0,176,-61.65993,15.1075,162,162,"1/1/2019 5:22"
"104",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,8,-61.46856,15.34358,311,325,"1/1/2019 5:30"
"105",310500000,9293399,"CROWN PRINCESS","Passenger Ship","Bermuda",288.63,36.05,0,178,-61.65025,15.05882,171,168,"1/1/2019 5:32"
"106",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,12,-61.47079,15.34544,304,324,"1/1/2019 5:41"
"107",310500000,9293399,"CROWN PRINCESS","Passenger Ship","Bermuda",288.63,36.05,0,174,-61.63977,15.01017,161,158,"1/1/2019 5:42"
"108",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,16,-61.47395,15.34802,312,328,"1/1/2019 5:51"
"109",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,144,-61.66475,15.7465,165,160,"1/1/2019 5:56"
"110",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,15,-61.47682,15.35081,313,327,"1/1/2019 6:00"
"111",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,140,-61.65821,15.72523,163,158,"1/1/2019 6:02"
"112",309416000,9417086,"SEABOURN ODYSSEY","Passenger Ship","Bahamas",198.19,26,0,43,-61.99854,15.74677,46,56,"1/1/2019 6:08"
"113",309416000,9417086,"SEABOURN ODYSSEY","Passenger Ship","Bahamas",198.19,26,0,43,-61.99637,15.74884,46,56,"1/1/2019 6:10"
"114",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,12,-61.47967,15.35366,319,329,"1/1/2019 6:11"
"115",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,142,-61.64575,15.69092,160,157,"1/1/2019 6:11"
"116",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,145,-61.63261,15.65445,161,158,"1/1/2019 6:20"
"117",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,12,-61.48226,15.3566,316,329,"1/1/2019 6:21"
"118",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,16,-61.48463,15.35941,323,331,"1/1/2019 6:30"
"119",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,145,-61.61901,15.61583,161,159,"1/1/2019 6:31"
"120",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,18,-61.4875,15.36322,327,330,"1/1/2019 6:40"
"121",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,110,-61.60602,15.57897,161,159,"1/1/2019 6:41"
"122",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,25,-61.49169,15.36841,322,330,"1/1/2019 6:51"
"123",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,92,-61.59766,15.55329,162,160,"1/1/2019 6:51"
"124",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,92,-61.59003,15.52991,161,160,"1/1/2019 7:01"
"125",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,24,-61.49586,15.37422,324,329,"1/1/2019 7:01"
"126",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,94,-61.58125,15.50566,159,159,"1/1/2019 7:10"
"127",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,28,-61.50076,15.38157,325,328,"1/1/2019 7:13"
"128",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,133,-61.56972,15.47505,159,159,"1/1/2019 7:21"
"129",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,29,-61.50549,15.38871,329,331,"1/1/2019 7:23"
"130",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,25,-61.50794,15.39283,329,330,"1/1/2019 7:30"
"131",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,138,-61.55568,15.4364,161,161,"1/1/2019 7:31"
"132",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,138,-61.54104,15.39502,160,160,"1/1/2019 7:43"
"133",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,26,-61.51313,15.40096,326,330,"1/1/2019 7:43"
"134",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,118,-61.53164,15.36869,161,160,"1/1/2019 7:50"
"135",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,25,-61.51643,15.40584,332,335,"1/1/2019 7:51"
"136",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,25,-61.51906,15.41123,332,341,"1/1/2019 8:00"
"137",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,131,-61.51995,15.33317,162,161,"1/1/2019 8:01"
"138",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,131,-61.50867,15.29711,163,162,"1/1/2019 8:11"
"139",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,13,-61.52125,15.41845,341,343,"1/1/2019 8:13"
"140",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,7,-61.52179,15.4206,346,346,"1/1/2019 8:21"
"141",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,133,-61.49484,15.25192,162,159,"1/1/2019 8:24"
"142",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,4,-61.52135,15.4214,105,41,"1/1/2019 8:30"
"143",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,131,-61.48243,15.21683,160,156,"1/1/2019 8:34"
"144",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,130,-61.47341,15.19266,161,157,"1/1/2019 8:41"
"145",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,5,-61.52113,15.42001,232,150,"1/1/2019 8:45"
"146",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,136,-61.46225,15.16239,161,155,"1/1/2019 8:50"
"147",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,8,10,-61.52245,15.42013,277,232,"1/1/2019 8:52"
"148",310504000,9187887,"PACIFIC PRINCESS","Passenger Ship","Bermuda",181,25.46,0,15,-61.46112,15.00363,1,17,"1/1/2019 8:57"
"149",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,0,8,-61.52471,15.41895,230,207,"1/1/2019 9:02"
"150",310504000,9187887,"PACIFIC PRINCESS","Passenger Ship","Bermuda",181,25.46,0,151,-61.45633,15.02438,1,18,"1/1/2019 9:02"
"151",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,132,-61.43962,15.09741,161,155,"1/1/2019 9:08"
"152",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,0,73,-61.52935,15.42663,345,347,"1/1/2019 9:10"
"153",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,136,-61.4362,15.08724,160,155,"1/1/2019 9:11"
"154",310504000,9187887,"PACIFIC PRINCESS","Passenger Ship","Bermuda",181,25.46,0,15,-61.44712,15.06338,1,18,"1/1/2019 9:12"
"155",310504000,9187887,"PACIFIC PRINCESS","Passenger Ship","Bermuda",181,25.46,0,143,-61.43919,15.09763,12,18,"1/1/2019 9:20"
"156",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,0,75,-61.53499,15.44807,346,347,"1/1/2019 9:21"
"157",240183000,8503151,"O'MEGA","Passenger Ship","Greece",80.49,11.6,0,105,-61.61141,15.74342,168,162,"1/1/2019 9:21"
"158",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,131,-61.42247,15.04799,160,155,"1/1/2019 9:22"
"159",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,0,75,-61.54011,15.4681,344,347,"1/1/2019 9:31"
"160",240183000,8503151,"O'MEGA","Passenger Ship","Greece",80.49,11.6,0,103,-61.60661,15.71533,169,165,"1/1/2019 9:31"
"161",308784000,7304314,"ALBATROS","Passenger Ship","Bahamas",205.46,25.22,0,127,-61.40944,15.0127,157,155,"1/1/2019 9:32"
"162",310504000,9187887,"PACIFIC PRINCESS","Passenger Ship","Bermuda",181,25.46,0,148,-61.42663,15.14547,1,19,"1/1/2019 9:32"
"163",240183000,8503151,"O'MEGA","Passenger Ship","Greece",80.49,11.6,0,101,-61.59728,15.68707,149,144,"1/1/2019 9:41"
"164",310504000,9187887,"PACIFIC PRINCESS","Passenger Ship","Bermuda",181,25.46,0,151,-61.41733,15.18403,1,13,"1/1/2019 9:42"
"165",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,0,68,-61.54175,15.49107,3,2,"1/1/2019 9:43"
"166",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,0,71,-61.5409,15.50548,3,3,"1/1/2019 9:50"
"167",240183000,8503151,"O'MEGA","Passenger Ship","Greece",80.49,11.6,0,108,-61.57952,15.6613,141,140,"1/1/2019 9:52"
"168",310504000,9187887,"PACIFIC PRINCESS","Passenger Ship","Bermuda",181,25.46,0,116,-61.40762,15.22168,1,18,"1/1/2019 9:52"
"169",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,0,68,-61.53963,15.52529,3,3,"1/1/2019 10:00"
"170",240183000,8503151,"O'MEGA","Passenger Ship","Greece",80.49,11.6,0,107,-61.5623,15.63965,143,140,"1/1/2019 10:01"
"171",310504000,9187887,"PACIFIC PRINCESS","Passenger Ship","Bermuda",181,25.46,0,119,-61.39922,15.25357,1,13,"1/1/2019 10:02"
"172",371861000,9595321,"MSC PREZIOSA","Passenger Ship","Panama",333.33,37.92,0,201,-61.9525,15.74972,131,127,"1/1/2019 10:04"
"173",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,0,71,-61.53856,15.5435,2,2,"1/1/2019 10:10"
"174",371861000,9595321,"MSC PREZIOSA","Passenger Ship","Panama",333.33,37.92,0,202,-61.92019,15.72318,130,127,"1/1/2019 10:11"
"175",240183000,8503151,"O'MEGA","Passenger Ship","Greece",80.49,11.6,0,104,-61.54319,15.61582,143,139,"1/1/2019 10:12"
"176",310504000,9187887,"PACIFIC PRINCESS","Passenger Ship","Bermuda",181,25.46,0,53,-61.39191,15.28048,3,30,"1/1/2019 10:12"
"177",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,0,74,-61.53762,15.56427,1,3,"1/1/2019 10:20"
"178",371861000,9595321,"MSC PREZIOSA","Passenger Ship","Panama",333.33,37.92,0,204,-61.87739,15.68832,130,126,"1/1/2019 10:21"
"179",240183000,8503151,"O'MEGA","Passenger Ship","Greece",80.49,11.6,0,105,-61.52319,15.59635,129,126,"1/1/2019 10:21"
"180",310504000,9187887,"PACIFIC PRINCESS","Passenger Ship","Bermuda",181,25.46,0,31,-61.38871,15.29262,0,358,"1/1/2019 10:22"
"181",371861000,9595321,"MSC PREZIOSA","Passenger Ship","Panama",333.33,37.92,0,203,-61.83455,15.65415,129,126,"1/1/2019 10:30"
"182",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,0,73,-61.543,15.58561,343,345,"1/1/2019 10:30"
"183",240183000,8503151,"O'MEGA","Passenger Ship","Greece",80.49,11.6,0,99,-61.4953,15.57815,107,106,"1/1/2019 10:33"
"184",240183000,8503151,"O'MEGA","Passenger Ship","Greece",80.49,11.6,0,68,-61.47499,15.57618,77,77,"1/1/2019 10:40"
"185",371861000,9595321,"MSC PREZIOSA","Passenger Ship","Panama",333.33,37.92,0,205,-61.78319,15.61308,130,127,"1/1/2019 10:41"
"186",248785000,8915433,"STAR FLYER","Passenger Ship","Malta",111.57,15.14,0,68,-61.55077,15.60762,340,345,"1/1/2019 10:42"
